Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1813,51
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,4,3,3,1438.3,599,5136,76
Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904,886,4798,85
Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,3,0,2933,1569,4956,92
Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,3,1,34516,760,3756,67
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,5,3,2421,2312,4219,69
Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,3,1,2,2406,1491,4625,91
Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37,5,1,1,2621,2426,4885,74
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,1,3375,1730,4341,64
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,17656,0,4633,71
Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475,0,2574,43
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33,3,2,2,3942,1711,4622,71
Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,3,1771,1289,4813,84
Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,4,5,3,20958,0,4425,78
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46,4,1,2,4117,777,5218,88
Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,2,18524,1736,4496,64
Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,5,1,1,2222,1291,4095,88
Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090,2517,2016,49
Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,5,1,2,2442,1507,4535,85
Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,3,1816,0,2474,44
Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,3,1438.3,0,4332,78
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,3,1,14958,1644,4038,68
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,1,2,1625,912,3968,73
Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,6,3,3,3007,2517,4423,67
Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,3,3,1848,1408,4757,75
Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,2104,44
Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438.3,0,4461,71
Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,2,3,2202,1414,4531,77
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36,4,2,3,3591,1749,5079,80
Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,4,2,0,9025,1005,4412,87
Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,3,1,2,11627,0,3264,67
Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1438.3,0,4815,84
Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33,6,2,2,4976,866,4317,69
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40,4,3,2,14370,945,4510,79
Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,49,5,2,2,21681,0,3844,75
Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,3,2634,1644,4190,71
Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2,2204,919,4555,82
Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,3,4,1502,0,2204,36
Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,48,4,2,2,3136,1103,4528,81
Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,35,4,2,2,4478,1700,3879,76
Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,46,3,3,2,13090,0,3851,78
Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,35,6,2,2,6849,0,3770,82
Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,0,4228,1886,4356,74
Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,2,5678,2082,5092,70
Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31,3,5,2,3964,1218,4580,75
Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970,2434,1263,27
Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942,0,1853,31
Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,3,5821,894,2011,42
Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,4,3,3,3174,2084,4508,83
Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,3,1438.3,0,4302,74
Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809,457,2169,49
Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,Blue,38,4,1,2,3503,1572,4671,93
Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,39,4,2,2,17835,868,4258,58
Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3,3383,1458,4897,75
Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,3,1438.3,790,3959,59
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33,6,3,2,3815,1190,4430,94
Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,2,1902,962,4203,69
Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,3,2077,1254,4226,75
Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514,2090,2603,53
Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,3,34516,0,4714,82
Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,38,3,3,0,2144,1492,3859,55
Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5951,2517,4554,83
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,47,6,2,2,2799,0,4116,88
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,34,3,1,3,2560,1430,4783,86
Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,2,5821,0,4591,70
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,3,2,2057,1279,4321,76
Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,3,1972,1489,4715,66
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,2675,0,4149,79
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,33,3,1,2,6223,2126,4518,79
Existing Customer,46,M,3,High School,Single,$60K - $80K,Silver,29,4,3,3,34516,2040,3754,53
Existing Customer,49,F,1,High School,Divorced,$40K - $60K,Blue,43,3,3,2,3054,845,4460,88
Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1,1438.3,0,4006,72
Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7970,2282,1872,41
Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,36,4,2,3,1601,0,4919,69
Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36,3,2,3,34516,1170,3785,64
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,43,5,1,3,1822,1114,5210,73
Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,2,1614,700,4293,87
Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,3,2543,1156,3864,64
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,1,1699,0,5495,87
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,1,4429,883,4386,63
Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,53,4,1,3,2418,2205,3918,74
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,47,5,2,3,2086,1792,5774,84
Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,41,5,3,3,1899,671,2434,45
Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,31,4,1,2,7564,0,4743,82
Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,31,3,2,2,13116,1225,4800,61
Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,36,3,1,3,1438.3,606,5062,80
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36,4,1,2,3716,0,4833,73
Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,3,2006,1608,2760,38
Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,36,5,2,1,2948,2232,3635,79
Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,3,1438.3,670,4321,83
Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,46,5,3,1,4669,1913,4363,73
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,35,5,2,2,13994,0,3299,63
Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760,0,2460,39
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,36,3,2,2,1688,0,4375,69
Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,26,6,2,0,4534,917,4211,66
Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,51,5,3,3,3545,1446,3691,69
Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,2,1438.3,0,2429,38
Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,46,4,2,2,9357,1285,4173,77
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,3,2423,1674,4258,80
Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,36,5,2,2,1936,1613,4773,80
Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue,25,4,3,3,1783,1014,3861,81
Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,46,4,1,3,1438.3,0,4333,84
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,3,2,10580,1023,4721,81
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,44,4,2,3,1656,929,4408,79
Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,23,5,3,2,3279,0,5048,75
Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068,0,5161,83
Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128,528,2289,41
Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704,2262,2362,39
Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909,0,1844,41
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,50,3,2,3,1665,983,4420,86
Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,2073,44
Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,4,2,3,2012,1230,3822,68
Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,1,2837,1807,4279,83
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,1709,0,4981,79
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028,0,3531,73
Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,2126,4564,65
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,1101,4578,70
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,3,8051,2138,4370,83
Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,3635,1617,4045,62
Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,37,4,2,2,2532,1487,4143,71
Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,1788,36
Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,3,1830,650,4838,71
Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,3,7607,2170,4495,77
Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,1976,44
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,2,1438.3,906,4457,84
Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3,3,3126,1503,3662,74
Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885,1611,3804,67
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787,1761,4358,89
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,4097,70
Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,0,2133,44
Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,2,4640,1555,3870,70
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,2712,2411,5201,82
Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2,3,14409,511,2351,39
Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,2748,40
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,1,3,2639,0,4892,85
Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,6,1,1,2338,1566,3964,69
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774,1362,4802,91
Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,3,2317,1301,4161,71
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2,3,1519,1148,4927,73
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141,1176,4317,64
Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2,2616,1786,5219,63
Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1,1,5494,1356,3566,81
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003,1735,2343,42
Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2,2092,1499,4130,80
Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3,2,6606,2517,4493,68
Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,36,5,3,2,7075,1676,4160,75
Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,2317,0,4894,89
Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,642,1939,49
Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888,0,4345,75
Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,0,2153,35
Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,2719,36
Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,2,3881,0,4177,66
Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3,3899,0,2182,40
Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,2548,46
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,3,11964,800,4853,85
Existing Customer,40,M,2,High School,Single,$120K +,Silver,36,3,4,2,34516,1436,3564,73
Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,2826,39
Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,2732,1746,4702,85
Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,4342,82
Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3174,44
Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,5773,2024,3732,71
Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,3976,1789,4419,75
Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536,728,4133,78
Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,1196,4087,66
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,42,4,3,3,2719,0,4172,65
Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3,1,3369,2424,5220,78
Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,1,3173,1713,3797,75
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,0,2915,50
Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,46,4,3,2,2258,0,4803,72
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423,1779,4035,74
Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,37,4,3,3,2376,1969,4301,79
Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,2,1690,1459,3928,69
Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583,0,1794,31
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2,1,2996,2147,4724,66
Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516,1426,4814,71
Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,30,4,2,1,1438.3,1003,4247,84
Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362,0,3197,61
Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9117,1259,3837,75
Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6,3,8787,1087,4537,75
Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1,3,27436,642,4051,81
Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,1917,4205,65
Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,3,2731,1868,3915,66
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453,1534,4185,66
Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,4081,72
Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516,825,2022,52
Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,4575,1344,4726,64
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4,2,1438.3,510,3399,66
Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,4596,82
Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,24512,766,4561,78
Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,2086,47
Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430,0,3561,57
Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,3,34516,1915,3828,65
Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,27,6,3,2,1438.3,759,4446,86
Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,3,2800,1559,4253,83
Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,3117,1400,4391,85
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,3,2558,2016,3792,78
Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061,0,2802,52
Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,2,3147,2453,4465,82
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,40,4,2,2,2712,1686,4678,74
Existing Customer,39,M,3,High School,Married,$120K +,Blue,36,6,3,2,3281,1682,4109,69
Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,2500,44
Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3,3,2469,1826,3837,74
Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,1913,4136,69
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2081,0,4863,87
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,38,4,1,3,1737,0,4723,78
Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,2586,44
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,3,2684,0,4796,85
Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,38,3,2,2,2151,0,4604,86
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,31,3,2,2,1980,823,4467,69
Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,2312,37
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,4,1,2,1438.3,877,4283,76
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302,2517,2682,47
Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,1457,0,2200,45
Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,34,6,3,2,3650,1270,4250,81
Attrited Customer,56,M,2,High School,Single,$120K +,Blue,46,2,4,4,7327,0,2185,41
Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,33,3,1,2,13324,0,4245,76
Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3,2,1770,584,4442,83
Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,35,6,3,3,2170,1498,4569,79
Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,43,4,1,0,3206,0,4731,82
Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,53,4,3,2,2566,2164,4344,73
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,25,3,1,2,1438.3,0,4434,73
Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812,1926,2288,48
Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,34,3,2,2,2700,1977,4984,75
Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,31,5,3,1,4332,1313,4093,84
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,2,1783,1282,3853,76
Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,26,4,3,2,11761,1775,4946,73
Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,3,2340,1101,4501,68
Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,32,3,3,0,2859,1776,4440,79
Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,36,3,3,3,2523,2481,4683,76
Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776,0,4581,60
Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,1,2697,1410,4489,58
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3542,2417,4127,71
Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,52,6,4,3,34516,1000,1777,37
Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3492,2517,2510,47
Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977,1340,2201,39
Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,37,5,2,2,30976,2051,3193,69
Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,36,5,2,1,2810,2384,4875,97
Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3,1,8997,708,4558,62
Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,52,4,3,3,2002,1188,3735,73
Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,1,4998,1626,4329,61
Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310,1513,4191,77
Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,3892,0,4318,74
Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1,1,2345,1643,4634,69
Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2,2,2135,1506,4821,77
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,3,1,3,3397,1658,4208,75
Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,39,5,6,3,19719,1395,3572,73
Existing Customer,52,M,1,High School,Married,$120K +,Blue,36,5,3,3,31733,0,3723,53
Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue,36,3,3,4,1438.3,0,2092,42
Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,48,3,6,3,1638,0,1702,36
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,6,3,2,2775,1475,4608,84
Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547,1965,2160,46
Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,1,19838,1290,3982,68
Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789,0,2784,49
Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284,1674,4885,86
Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,1,3,11535,1527,3730,67
Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver,49,4,3,3,30186,0,4070,74
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,39,5,2,1,4038,1237,4188,68
Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,2078,1696,4382,82
Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,2,1571,0,4580,74
Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,45,5,2,1,1438.3,0,4323,77
Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516,2488,4401,87
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,3378,0,4761,81
Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793,1141,5293,88
Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,49,6,2,3,2228,1502,3922,75
Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,3,1462,0,1998,36
Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,30,5,3,4,4038,1530,2400,41
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,39,3,3,3,7201,1992,3981,76
Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883,1295,5187,89
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,2,3308,2517,5104,85
Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,8597,903,5173,78
